,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
0,"1Conor BradleyLiverpool, 20, D(R),M(R)","Conor Bradley Liverpool, 20, D(R),M(R)",5,386,3.0,0.6,1.2,0.2,1.2,1.4,-,-,7.72
1,"2Bukayo SakaArsenal, 22, D(L),M(CLR)","Bukayo Saka Arsenal, 22, D(L),M(CLR)",25,2139,2.0,0.4,1.2,-,0.5,1,0.1,-,7.71
2,"3RodriMan City, 27, D(C),DMC","Rodri Man City, 27, D(C),DMC",23,1990,2.1,0.9,1.3,-,1.4,0.8,0.3,-,7.58
3,"4Michael OliseCrystal Palace, 22, AM(CLR)","Michael Olise Crystal Palace, 22, AM(CLR)",8(3),755,1.3,0.5,0.6,-,0.7,1.1,-,-,7.54
4,"5Mohamed SalahLiverpool, 31, AM(CLR),FW","Mohamed Salah Liverpool, 31, AM(CLR),FW",20(1),1790,0.6,0.1,0.3,-,-,0.6,-,-,7.48
5,"6James MaddisonTottenham, 27, AM(CLR)","James Maddison Tottenham, 27, AM(CLR)",16,1321,1.5,0.5,0.8,-,0.2,0.5,0.1,-,7.46
6,"7Erling HaalandMan City, 23, FW","Erling Haaland Man City, 23, FW",20(1),1746,0.2,-,0.6,-,0.6,-,-,-,7.43
7,"8Solly MarchBrighton, 29, M(CLR)","Solly March Brighton, 29, M(CLR)",7,559,2.7,1.6,1.7,-,1.1,0.9,-,-,7.43
8,"9Ollie WatkinsAston Villa, 28, AM(LR),FW","Ollie Watkins Aston Villa, 28, AM(LR),FW",27,2393,0.3,0.1,0.7,0.1,0.7,0.2,0.1,-,7.41
9,"10Phil FodenMan City, 23, AM(CLR),FW","Phil Foden Man City, 23, AM(CLR),FW",24(2),2135,0.8,0.5,0.4,-,0.5,0.4,-,-,7.38
0,"1Conor BradleyLiverpool, 20, D(R),M(R)","Conor Bradley Liverpool, 20, D(R),M(R)",5,386,3.0,0.6,1.2,0.2,1.2,1.4,-,-,7.72
1,"2Bukayo SakaArsenal, 22, D(L),M(CLR)","Bukayo Saka Arsenal, 22, D(L),M(CLR)",25,2139,2.0,0.4,1.2,-,0.5,1,0.1,-,7.71
2,"3RodriMan City, 27, D(C),DMC","Rodri Man City, 27, D(C),DMC",23,1990,2.1,0.9,1.3,-,1.4,0.8,0.3,-,7.58
3,"4Michael OliseCrystal Palace, 22, AM(CLR)","Michael Olise Crystal Palace, 22, AM(CLR)",8(3),755,1.3,0.5,0.6,-,0.7,1.1,-,-,7.54
4,"5Mohamed SalahLiverpool, 31, AM(CLR),FW","Mohamed Salah Liverpool, 31, AM(CLR),FW",20(1),1790,0.6,0.1,0.3,-,-,0.6,-,-,7.48
5,"6James MaddisonTottenham, 27, AM(CLR)","James Maddison Tottenham, 27, AM(CLR)",16,1321,1.5,0.5,0.8,-,0.2,0.5,0.1,-,7.46
6,"7Erling HaalandMan City, 23, FW","Erling Haaland Man City, 23, FW",20(1),1746,0.2,-,0.6,-,0.6,-,-,-,7.43
7,"8Solly MarchBrighton, 29, M(CLR)","Solly March Brighton, 29, M(CLR)",7,559,2.7,1.6,1.7,-,1.1,0.9,-,-,7.43
8,"9Ollie WatkinsAston Villa, 28, AM(LR),FW","Ollie Watkins Aston Villa, 28, AM(LR),FW",27,2393,0.3,0.1,0.7,0.1,0.7,0.2,0.1,-,7.41
9,"10Phil FodenMan City, 23, AM(CLR),FW","Phil Foden Man City, 23, AM(CLR),FW",24(2),2135,0.8,0.5,0.4,-,0.5,0.4,-,-,7.38
0,"1Conor BradleyLiverpool, 20, D(R),M(R)","Conor Bradley Liverpool, 20, D(R),M(R)",5,386,3.0,0.6,1.2,0.2,1.2,1.4,-,-,7.72
1,"2Bukayo SakaArsenal, 22, D(L),M(CLR)","Bukayo Saka Arsenal, 22, D(L),M(CLR)",25,2139,2.0,0.4,1.2,-,0.5,1,0.1,-,7.71
2,"3RodriMan City, 27, D(C),DMC","Rodri Man City, 27, D(C),DMC",23,1990,2.1,0.9,1.3,-,1.4,0.8,0.3,-,7.58
3,"4Michael OliseCrystal Palace, 22, AM(CLR)","Michael Olise Crystal Palace, 22, AM(CLR)",8(3),755,1.3,0.5,0.6,-,0.7,1.1,-,-,7.54
4,"5Mohamed SalahLiverpool, 31, AM(CLR),FW","Mohamed Salah Liverpool, 31, AM(CLR),FW",20(1),1790,0.6,0.1,0.3,-,-,0.6,-,-,7.48
5,"6James MaddisonTottenham, 27, AM(CLR)","James Maddison Tottenham, 27, AM(CLR)",16,1321,1.5,0.5,0.8,-,0.2,0.5,0.1,-,7.46
6,"7Erling HaalandMan City, 23, FW","Erling Haaland Man City, 23, FW",20(1),1746,0.2,-,0.6,-,0.6,-,-,-,7.43
7,"8Solly MarchBrighton, 29, M(CLR)","Solly March Brighton, 29, M(CLR)",7,559,2.7,1.6,1.7,-,1.1,0.9,-,-,7.43
8,"9Ollie WatkinsAston Villa, 28, AM(LR),FW","Ollie Watkins Aston Villa, 28, AM(LR),FW",27,2393,0.3,0.1,0.7,0.1,0.7,0.2,0.1,-,7.41
9,"10Phil FodenMan City, 23, AM(CLR),FW","Phil Foden Man City, 23, AM(CLR),FW",24(2),2135,0.8,0.5,0.4,-,0.5,0.4,-,-,7.38
0,"11Son Heung-MinTottenham, 31, M(CLR),FW","Son Heung-Min Tottenham, 31, M(CLR),FW",22(1),1907,0.6,0.3,0.4,-,0.2,0.4,-,1,7.35
1,"12Declan RiceArsenal, 25, D(C),DMC","Declan Rice Arsenal, 25, D(C),DMC",26,2235,2.0,1.3,0.8,-,1.5,0.7,0.3,-,7.33
2,"13Pascal GroßBrighton, 32, D(LR),M(CR),FW","Pascal Groß Brighton, 32, D(LR),M(CR),FW",23(2),2124,1.9,0.6,0.5,-,0.7,1.1,0.2,-,7.3
3,"14Jérémy DokuMan City, 21, M(LR)","Jérémy Doku Man City, 21, M(LR)",13(5),1122,1.6,0.4,0.6,-,0.1,0.4,-,-,7.3
4,"15Virgil van DijkLiverpool, 32, D(C)","Virgil van Dijk Liverpool, 32, D(C)",25,2188,1.1,1.2,0.6,0.6,4.4,-,1,-,7.29
5,"16Martin ØdegaardArsenal, 25, AM(CR)","Martin Ødegaard Arsenal, 25, AM(CR)",23,2037,1.4,0.3,0.9,-,0.2,1.2,-,-,7.29
6,"17Eberechi EzeCrystal Palace, 25, AM(CLR)","Eberechi Eze Crystal Palace, 25, AM(CLR)",14(3),1229,1.4,0.4,1.1,-,0.2,0.6,0.1,-,7.25
7,"18Matheus CunhaWolves, 24, AM(CL),FW","Matheus Cunha Wolves, 24, AM(CL),FW",24,1974,1.0,0.5,0.8,-,0.6,0.8,0.3,-,7.25
8,"19Kevin De BruyneMan City, 32, M(CLR),FW","Kevin De Bruyne Man City, 32, M(CLR),FW",4(3),334,0.6,-,0.7,-,0.1,0.4,-,-,7.23
9,"20Ross BarkleyLuton, 30, M(CLR)","Ross Barkley Luton, 30, M(CLR)",19(2),1697,1.7,0.9,0.7,-,1.8,1.2,0.3,-,7.21
0,"21Douglas LuizAston Villa, 25, M(C)","Douglas Luiz Aston Villa, 25, M(C)",26,2244,1.8,0.7,1.3,0.2,0.6,0.8,0.2,-,7.21
1,"22Bruno FernandesMan Utd, 29, M(CLR)","Bruno Fernandes Man Utd, 29, M(CLR)",25,2250,2.2,0.8,1.3,-,1.1,1.9,0.2,-,7.2
2,"23Bruno GuimarãesNewcastle, 26, DMC","Bruno Guimarães Newcastle, 26, DMC",26,2288,2.1,0.9,1.3,-,0.6,1.0,0.3,-,7.19
3,"24Julián ÁlvarezMan City, 24, AM(CR),FW","Julián Álvarez Man City, 24, AM(CR),FW",25(1),2110,0.7,0.1,0.8,-,0.5,0.7,-,-,7.19
4,"25Ivan ToneyBrentford, 27, FW","Ivan Toney Brentford, 27, FW",8,720,1.1,0.9,1.1,-,0.9,0.8,-,-,7.18
5,"26Pedro PorroTottenham, 24, D(R),M(R)","Pedro Porro Tottenham, 24, D(R),M(R)",23,2068,2.9,1.0,1.0,0.5,2.5,1.9,0.6,-,7.18
6,"27Kieran TrippierNewcastle, 33, D(LR),M(R)","Kieran Trippier Newcastle, 33, D(LR),M(R)",25,2167,2.3,0.9,1.1,0.3,1.8,1.6,0.3,-,7.18
7,"28Trent Alexander-ArnoldLiverpool, 25, D(R),DMC,M(R)","Trent Alexander-Arnold Liverpool, 25, D(R),DMC,M(R)",19(2),1627,1.3,1.1,0.2,0.2,1.6,2.2,-,-,7.18
8,"29Bernardo SilvaMan City, 29, M(CLR),FW","Bernardo Silva Man City, 29, M(CLR),FW",19(3),1718,1.6,0.3,0.5,-,0.4,0.8,0.1,-,7.15
9,"30James Ward-ProwseWest Ham, 29, M(CR)","James Ward-Prowse West Ham, 29, M(CR)",26,2290,1.3,1.1,0.7,-,1.4,0.7,0.3,-,7.15
0,"31Mohammed KudusWest Ham, 23, M(CR),FW","Mohammed Kudus West Ham, 23, M(CR),FW",16(6),1503,2.0,0.2,1.2,-,0.3,0.4,-,-,7.14
1,"32Anthony GordonNewcastle, 23, AM(CLR),FW","Anthony Gordon Newcastle, 23, AM(CLR),FW",25(1),2163,1.6,0.2,1.1,-,0.1,1.3,-,-,7.14
2,"33Lucas PaquetáWest Ham, 26, M(CLR),FW","Lucas Paquetá West Ham, 26, M(CLR),FW",20,1678,2.4,0.7,1.6,-,0.9,1.0,-,-,7.14
3,"34Cole PalmerChelsea, 21, AM(CR),FW","Cole Palmer Chelsea, 21, AM(CR),FW",18(4),1660,0.7,0.5,0.7,-,0.4,0.5,-,-,7.12
4,"35John McGinnAston Villa, 29, M(CLR)","John McGinn Aston Villa, 29, M(CLR)",27,2318,1.7,0.6,1.2,0.1,0.5,1.2,0.1,-,7.12
5,"36James TarkowskiEverton, 31, D(C)","James Tarkowski Everton, 31, D(C)",27,2430,1.5,1.8,1.0,0.6,4.7,0.5,1.5,-,7.1
6,"37Diogo JotaLiverpool, 27, AM(CLR),FW","Diogo Jota Liverpool, 27, AM(CLR),FW",13(6),1053,1.2,0.3,1.4,-,0.2,0.6,0.1,-,7.1
7,"38Bryan MbeumoBrentford, 24, AM(LR),FW","Bryan Mbeumo Brentford, 24, AM(LR),FW",15,1288,0.8,0.3,1.1,-,0.5,0.6,-,-,7.1
8,"39Jarrod BowenWest Ham, 27, AM(CLR),FW","Jarrod Bowen West Ham, 27, AM(CLR),FW",26,2337,1.2,0.6,0.9,-,0.4,0.6,0.2,-,7.09
9,"40João PalhinhaFulham, 28, DMC","João Palhinha Fulham, 28, DMC",21(1),1854,4.8,1.6,1.6,-,1.7,1.6,0.3,-,7.08
0,"41Darwin NúñezLiverpool, 24, AM(CL),FW","Darwin Núñez Liverpool, 24, AM(CL),FW",16(9),1498,0.8,0.1,0.9,-,0.2,0.4,0.2,-,7.08
1,"42Alexis Mac AllisterLiverpool, 25, M(CL),FW","Alexis Mac Allister Liverpool, 25, M(CL),FW",21(1),1731,2.7,1.2,1.6,-,0.6,2,0.2,-,7.07
2,"43Cristian RomeroTottenham, 25, D(C)","Cristian Romero Tottenham, 25, D(C)",21,1713,2,1.3,0.7,0.9,3.1,0.3,0.5,1,7.07
3,"44Gabriel JesusArsenal, 26, AM(LR),FW","Gabriel Jesus Arsenal, 26, AM(LR),FW",13(4),1099,1.1,0.4,1.3,-,0.4,0.6,0.1,-,7.07
4,"45Dejan KulusevskiTottenham, 23, AM(CR),FW","Dejan Kulusevski Tottenham, 23, AM(CR),FW",23(1),2034,1.8,0.4,1.6,-,-,1.2,-,-,7.06
5,"46Pedro NetoWolves, 23, AM(CLR),FW","Pedro Neto Wolves, 23, AM(CLR),FW",17(1),1463,0.4,0.2,0.8,-,0.1,0.5,0.1,-,7.06
6,"47Thomas StrakoshaBrentford, 28, GK","Thomas Strakosha Brentford, 28, GK",1(1),135,-,-,-,-,0.5,-,-,-,7.05
7,"48Manor SolomonTottenham, 24, AM(CL)","Manor Solomon Tottenham, 24, AM(CL)",2(3),198,0.6,0.6,0.4,-,0.2,0.2,-,-,7.05
8,"49Conor GallagherChelsea, 24, M(C)","Conor Gallagher Chelsea, 24, M(C)",25,2097,2.6,1.3,2.2,-,0.5,1.1,0.3,-,7.04
9,"50Dominik SzoboszlaiLiverpool, 23, AM(CLR)","Dominik Szoboszlai Liverpool, 23, AM(CLR)",20(2),1677,1.3,0.5,1,-,0.6,1.3,0.1,-,7.03
0,"51Dominic SolankeBournemouth, 26, FW","Dominic Solanke Bournemouth, 26, FW",25,2231,0.6,0.1,1.1,-,1.2,0.3,0.2,-,7.03
1,"52Gabriel MartinelliArsenal, 22, AM(L),FW","Gabriel Martinelli Arsenal, 22, AM(L),FW",22(2),1704,0.8,0.2,0.7,-,0.2,0.3,-,-,7.03
2,"53Andy RobertsonLiverpool, 29, D(L),M(L)","Andy Robertson Liverpool, 29, D(L),M(L)",11(3),1035,1.8,0.6,0.5,0.2,1.8,0.6,0.2,-,7.03
3,"54Gabriel MagalhãesArsenal, 26, D(C)","Gabriel Magalhães Arsenal, 26, D(C)",22(2),1995,1.3,0.9,0.8,0.4,2.3,0.1,1,1,7.02
4,"55Leon BaileyAston Villa, 26, M(CLR),FW","Leon Bailey Aston Villa, 26, M(CLR),FW",14(11),1343,0.2,0.3,0.6,-,0.1,0.3,-,-,7.01
5,"56Antonee RobinsonFulham, 26, D(L),M(L)","Antonee Robinson Fulham, 26, D(L),M(L)",26,2291,2.7,2.5,1.0,0.5,2.8,1.3,0.2,2,7.0
6,"57Jordan AyewCrystal Palace, 32, AM(CLR),FW","Jordan Ayew Crystal Palace, 32, AM(CLR),FW",24(1),2071,2.1,0.5,1.5,-,0.4,0.7,0.1,-,6.99
7,"58Diogo DalotMan Utd, 24, D(LR),M(R)","Diogo Dalot Man Utd, 24, D(LR),M(R)",23(1),2094,2.1,1.1,1.0,0.2,2.9,0.5,0.4,-,6.98
8,"59Ethan PinnockBrentford, 30, D(C)","Ethan Pinnock Brentford, 30, D(C)",23,2070,1.4,1.6,0.1,0.4,6.1,0.4,0.9,-,6.97
9,"60João PedroBrighton, 22, AM(CL),FW","João Pedro Brighton, 22, AM(CL),FW",12(11),1392,1.0,0.4,0.6,0.1,0.9,0.3,-,-,6.97
0,"61Tomás SoucekWest Ham, 29, M(C)","Tomás Soucek West Ham, 29, M(C)",24(2),2059,1.3,1.1,1.1,0.1,2.7,0.7,0.8,-,6.97
1,"62Luis DíazLiverpool, 27, AM(L)","Luis Díaz Liverpool, 27, AM(L)",21(5),1756,0.8,0.1,1.2,-,0.2,0.8,-,-,6.96
2,"63Aleksandar MitrovicFulham, 29, FW","Aleksandar Mitrovic Fulham, 29, FW",0(1),32,-,-,-,-,-,-,-,-,6.95
3,"64Dwight McNeilEverton, 24, M(CLR)","Dwight McNeil Everton, 24, M(CLR)",22(2),1931,1.2,0.6,0.5,-,0.8,1,0.3,-,6.95
4,"65Thomas ParteyArsenal, 30, D(R),M(CR)","Thomas Partey Arsenal, 30, D(R),M(CR)",3(1),252,1.5,1,-,-,0.5,0.5,0.3,-,6.95
5,"66Vitalii MykolenkoEverton, 24, D(CL),M(L)","Vitalii Mykolenko Everton, 24, D(CL),M(L)",22,1978,2.7,1.5,0.9,0.3,3,0.9,0.5,-,6.95
6,"67RicharlisonTottenham, 26, AM(CLR),FW","Richarlison Tottenham, 26, AM(CLR),FW",17(5),1352,0.7,0.4,0.8,-,1,0.3,0.3,-,6.94
7,"68Mario LeminaWolves, 30, DMC","Mario Lemina Wolves, 30, DMC",24,2096,2.8,1.5,1.3,-,1.9,0.7,0.2,-,6.94
8,"69Dan BurnNewcastle, 31, D(CL),M(L)","Dan Burn Newcastle, 31, D(CL),M(L)",21(1),1764,2,1.2,0.9,0.4,3.5,1.3,0.5,-,6.94
9,"70EmersonWest Ham, 29, D(L),M(L)","Emerson West Ham, 29, D(L),M(L)",25(1),2274,3,1.2,0.8,0.3,2.5,0.7,0.3,-,6.93
0,"71Timo WernerTottenham, 27, AM(CLR),FW","Timo Werner Tottenham, 27, AM(CLR),FW",5(1),419,0.5,0.5,0.2,-,-,1.0,-,-,6.93
1,"72James GarnerEverton, 22, M(CR)","James Garner Everton, 22, M(CR)",25(1),2238,2.5,1.4,1.1,-,1.4,1.6,0.4,-,6.93
2,"73Alphonse AreolaWest Ham, 31, GK","Alphonse Areola West Ham, 31, GK",24,2116,-,-,0.1,-,0.7,0.1,-,-,6.92
3,"74Hwang Hee-ChanWolves, 28, AM(CLR),FW","Hwang Hee-Chan Wolves, 28, AM(CLR),FW",19(3),1632,0.7,0.4,1.1,-,0.4,0.6,-,-,6.91
4,"75Simon AdingraBrighton, 22, M(LR),FW","Simon Adingra Brighton, 22, M(LR),FW",15(5),1370,1.1,0.6,0.9,-,0.5,0.9,0.1,-,6.91
5,"76Pablo SarabiaWolves, 31, D(L),M(CLR),FW","Pablo Sarabia Wolves, 31, D(L),M(CLR),FW",14(6),1188,0.7,0.4,0.6,-,0.3,0.8,0.1,-,6.9
6,"77Jarrad BranthwaiteEverton, 21, D(C)","Jarrad Branthwaite Everton, 21, D(C)",24,2160,2,1.7,1.0,0.6,4.3,0.3,0.9,-,6.9
7,"78Ibrahima KonatéLiverpool, 24, D(C)","Ibrahima Konaté Liverpool, 24, D(C)",14(5),1328,1.6,0.9,1.2,0.7,2.4,0.3,0.6,-,6.9
8,"79Tosin AdarabioyoFulham, 26, D(CR)","Tosin Adarabioyo Fulham, 26, D(CR)",11(2),992,1.1,1.3,0.3,0.6,4.5,0.3,0.6,-,6.89
9,"80Alexander IsakNewcastle, 24, AM(L),FW","Alexander Isak Newcastle, 24, AM(L),FW",16(3),1321,0.2,0.2,0.5,-,0.3,0.2,-,-,6.88
0,"81Kaoru MitomaBrighton, 26, M(L)","Kaoru Mitoma Brighton, 26, M(L)",15(4),1488,0.7,0.3,0.7,-,0.6,0.7,0.1,-,6.88
1,"82Marcus TavernierBournemouth, 24, M(CLR)","Marcus Tavernier Bournemouth, 24, M(CLR)",19(3),1633,1.8,0.2,0.6,-,0.6,0.8,0.1,-,6.88
2,"83Willy-Arnaud BolyNottingham Forest, 33, D(C)","Willy-Arnaud Boly Nottingham Forest, 33, D(C)",13(2),999,2,1.3,1.0,0.4,4.3,0.7,0.9,-,6.88
3,"84Oleksandr ZinchenkoArsenal, 27, D(L),M(CLR)","Oleksandr Zinchenko Arsenal, 27, D(L),M(CLR)",17(4),1434,2.2,0.7,0.3,0.1,0.7,0.7,0.1,-,6.88
4,"85Alfie DoughtyLuton, 24, D(L),M(LR)","Alfie Doughty Luton, 24, D(L),M(LR)",22(3),1914,1.6,0.8,0.8,0.1,1,1.2,-,-,6.88
5,"86Julio EncisoBrighton, 20, AM(C)","Julio Enciso Brighton, 20, AM(C)",2(2),133,-,-,0.5,-,-,0.5,-,-,6.88
6,"87Morgan Gibbs-WhiteNottingham Forest, 24, AM(CLR),FW","Morgan Gibbs-White Nottingham Forest, 24, AM(CLR),FW",24(2),2220,1.1,0.4,0.9,-,0.5,0.5,0.2,-,6.87
7,"88Cheick DoucouréCrystal Palace, 24, DMC","Cheick Doucouré Crystal Palace, 24, DMC",11,922,3.1,1.8,0.9,0.1,0.8,1.1,0.2,-,6.87
8,"89Christian NørgaardBrentford, 29, D(C),DMC","Christian Nørgaard Brentford, 29, D(C),DMC",25,2148,2.9,1.8,1.3,-,2,2.0,0.1,-,6.87
9,"90Daniel MuñozCrystal Palace, 27, D(CR),DMC","Daniel Muñoz Crystal Palace, 27, D(CR),DMC",5,450,2.4,1.2,1.4,0.6,2.6,1.4,1,-,6.86
0,"91Martin DúbravkaNewcastle, 35, GK","Martin Dúbravka Newcastle, 35, GK",12(1),1084,-,-,0.2,-,0.6,0.2,-,-,6.86
1,"92Raheem SterlingChelsea, 29, M(CLR),FW","Raheem Sterling Chelsea, 29, M(CLR),FW",20(4),1750,0.8,0.5,1.2,-,0.3,0.5,-,-,6.86
2,"93Albert Sambi LokongaLuton, 24, DMC","Albert Sambi Lokonga Luton, 24, DMC",11(1),879,1.6,0.5,1.0,-,0.9,0.4,0.9,-,6.85
3,"94CasemiroMan Utd, 32, DMC","Casemiro Man Utd, 32, DMC",13,1002,3.3,0.7,1.5,-,2.4,2.2,0.8,-,6.85
4,"95Harry MaguireMan Utd, 30, D(C)","Harry Maguire Man Utd, 30, D(C)",13(3),1156,1,1.2,1.1,0.4,3.3,0.5,1.1,-,6.85
5,"96Edson ÁlvarezWest Ham, 26, D(C),DMC","Edson Álvarez West Ham, 26, D(C),DMC",22(1),1840,2.7,1.3,1.1,0.1,2.6,1.0,0.7,-,6.84
6,"97Yves BissoumaTottenham, 27, M(C)","Yves Bissouma Tottenham, 27, M(C)",17(1),1408,3.2,1.5,1.2,0.1,1.7,0.7,0.2,-,6.84
7,"98Fabian SchärNewcastle, 32, D(C)","Fabian Schär Newcastle, 32, D(C)",27,2354,1.1,0.9,1.0,0.3,3.7,0.6,1.1,-,6.84
8,"99Nicolas JacksonChelsea, 22, FW","Nicolas Jackson Chelsea, 22, FW",19(4),1732,0.4,0.1,0.7,-,0.6,0.6,0.2,-,6.84
9,"100Nicolás DomínguezNottingham Forest, 25, M(CL)","Nicolás Domínguez Nottingham Forest, 25, M(CL)",17(1),1287,3.3,0.7,1.1,-,1.2,1.1,0.2,-,6.83
0,"101Yoane WissaBrentford, 27, AM(L),FW","Yoane Wissa Brentford, 27, AM(L),FW",20(3),1751,0.9,0.3,1,0.1,0.3,0.6,0.1,-,6.82
1,"102Guglielmo VicarioTottenham, 27, GK","Guglielmo Vicario Tottenham, 27, GK",26,2340,-,-,-,-,1.2,-,-,-,6.82
2,"103Levi ColwillChelsea, 21, D(CL)","Levi Colwill Chelsea, 21, D(CL)",20(3),1800,2.1,1.1,1.1,0.3,2.8,0.3,0.4,-,6.82
3,"104Scott McKennaNottingham Forest, 27, D(C)","Scott McKenna Nottingham Forest, 27, D(C)",5,417,0.8,1,0.6,-,5.0,0.2,0.8,-,6.81
4,"105Craig DawsonWolves, 33, D(CR)","Craig Dawson Wolves, 33, D(CR)",25,2211,1.2,0.6,0.8,0.4,4.8,0.5,1.6,-,6.81
5,"106Kai HavertzArsenal, 24, M(CR),FW","Kai Havertz Arsenal, 24, M(CR),FW",18(7),1603,1,0.6,1.2,-,0.5,0.7,-,-,6.81
6,"107Chiedozie OgbeneLuton, 26, M(CLR),FW","Chiedozie Ogbene Luton, 26, M(CLR),FW",16(9),1636,0.6,0.2,0.2,-,1.1,0.4,0.1,-,6.81
7,"108Alejandro GarnachoMan Utd, 19, AM(LR)","Alejandro Garnacho Man Utd, 19, AM(LR)",18(6),1609,0.6,0.5,0.7,-,0.5,1,-,-,6.81
8,"109Micky van de VenTottenham, 22, D(CL)","Micky van de Ven Tottenham, 22, D(CL)",17,1485,1.8,0.7,0.4,1.4,2.9,0.4,0.5,-,6.8
9,"110Jack GrealishMan City, 28, AM(CL),FW","Jack Grealish Man City, 28, AM(CL),FW",7(7),704,0.9,0.3,0.4,-,0.2,0.4,0.1,-,6.8
0,"111Matheus NunesWolves, 25, M(CLR)","Matheus Nunes Wolves, 25, M(CLR)",2,180,1.5,3,0.5,-,0.5,2,-,-,6.8
1,"112Enzo FernándezChelsea, 23, M(C)","Enzo Fernández Chelsea, 23, M(C)",21(2),1788,1.9,0.7,1.2,-,0.9,1.3,0.5,-,6.8
2,"113Manuel AkanjiMan City, 28, D(CLR),DMC","Manuel Akanji Man City, 28, D(CLR),DMC",18(1),1588,1.3,0.9,0.6,0.4,2.4,0.6,0.5,-,6.8
3,"114André OnanaMan Utd, 27, GK","André Onana Man Utd, 27, GK",26,2340,-,-,-,-,0.6,-,-,-,6.79
4,"115Boubacar KamaraAston Villa, 24, D(CL),DMC","Boubacar Kamara Aston Villa, 24, D(CL),DMC",20,1662,2.2,1.1,1.8,-,0.8,1.2,0.4,-,6.79
5,"116Pape SarrTottenham, 21, M(C)","Pape Sarr Tottenham, 21, M(C)",18(4),1362,1.1,0.7,0.9,-,0.8,0.6,0.2,-,6.79
6,"117Josko GvardiolMan City, 22, D(CL)","Josko Gvardiol Man City, 22, D(CL)",16(2),1474,1.7,1.1,0.9,0.3,0.8,0.5,0.5,-,6.79
7,"118Lucas DigneAston Villa, 30, D(CL),M(L)","Lucas Digne Aston Villa, 30, D(CL),M(L)",18(4),1581,1.4,0.9,1,0.5,1.6,0.5,-,-,6.79
8,"119Amadou OnanaEverton, 22, DMC","Amadou Onana Everton, 22, DMC",17(4),1575,2.5,0.5,1.3,-,1.0,0.8,0.1,-,6.79
9,"120Jan Paul van HeckeBrighton, 23, D(C)","Jan Paul van Hecke Brighton, 23, D(C)",20(2),1828,1.7,1.2,0.3,0.5,2.9,0.7,0.9,-,6.79
0,"121Jefferson LermaCrystal Palace, 29, D(R),DMC","Jefferson Lerma Crystal Palace, 29, D(R),DMC",22,1940,1.4,1.1,1.7,-,1.9,0.8,0.4,-,6.79
1,"122Brennan JohnsonTottenham, 22, AM(CLR),FW","Brennan Johnson Tottenham, 22, AM(CLR),FW",13(7),1114,0.8,0.3,0.5,-,0.5,0.6,-,-,6.78
2,"123Rúben DiasMan City, 26, D(C)","Rúben Dias Man City, 26, D(C)",20(2),1838,1.2,1.0,1.0,0.6,3.0,0.3,0.6,1,6.78
3,"124Joachim AndersenCrystal Palace, 27, D(C)","Joachim Andersen Crystal Palace, 27, D(C)",27,2430,1.3,1.1,0.9,0.5,4.9,0.3,0.6,-,6.78
4,"125Pervis EstupiñánBrighton, 26, D(L),M(L)","Pervis Estupiñán Brighton, 26, D(L),M(L)",11(4),979,1.2,1.1,1.2,0.3,0.9,0.8,0.1,1,6.78
5,"126Maximilian KilmanWolves, 26, D(C)","Maximilian Kilman Wolves, 26, D(C)",27,2430,1.2,1.1,1.1,0.4,4.7,0.2,0.7,-,6.78
6,"127Destiny UdogieTottenham, 21, D(L),M(L)","Destiny Udogie Tottenham, 21, D(L),M(L)",22,1858,2.8,1.3,1.8,0.4,2.6,0.8,0.3,-,6.78
7,"128Kyle WalkerMan City, 33, D(CR),M(R)","Kyle Walker Man City, 33, D(CR),M(R)",23(1),2081,1.0,0.8,0.9,0.3,1.2,0.6,0.2,-,6.78
8,"129Ryan ChristieBournemouth, 29, M(CLR),FW","Ryan Christie Bournemouth, 29, M(CLR),FW",24(1),1993,2.2,1.3,1.3,-,1.0,1.5,0.2,-,6.78
9,"130Scott McTominayMan Utd, 27, D(C),M(C)","Scott McTominay Man Utd, 27, D(C),M(C)",12(11),1286,1.7,0.5,0.9,-,1.4,0.4,0.3,-,6.77
0,"131Joël MatipLiverpool, 32, D(C)","Joël Matip Liverpool, 32, D(C)",9(1),783,1.2,0.9,0.7,0.5,4.1,0.4,1.2,1,6.77
1,"132William SalibaArsenal, 22, D(C)","William Saliba Arsenal, 22, D(C)",26,2340,1,0.8,0.5,0.3,2.0,0.1,0.4,-,6.77
2,"133Emiliano MartínezAston Villa, 31, GK","Emiliano Martínez Aston Villa, 31, GK",26,2340,-,-,-,-,0.5,-,-,1,6.77
3,"134Jacob MurphyNewcastle, 29, D(R),M(LR)","Jacob Murphy Newcastle, 29, D(R),M(LR)",4(6),419,0.7,-,0.4,-,0.5,0.3,-,-,6.77
4,"135Lewis DunkBrighton, 32, D(C)","Lewis Dunk Brighton, 32, D(C)",23,2017,0.8,0.8,0.6,0.4,2.0,0.9,1.2,-,6.76
5,"136Rayan Aït-NouriWolves, 22, D(L),M(L)","Rayan Aït-Nouri Wolves, 22, D(L),M(L)",20(3),1628,2.1,0.5,0.9,0.1,1.0,0.5,0.3,-,6.76
6,"137Ben WhiteArsenal, 26, D(CR),DMC","Ben White Arsenal, 26, D(CR),DMC",23(2),1984,1.2,0.9,0.5,0.4,1.7,0.6,0.6,-,6.76
